name,location,city,state,ownership,rating,nirf_rank,courses_count,exams_accepted,tuition_fees,image_url,description
CSAUK - Chandra Shekhar Azad University of Agriculture and Technology,"Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,Public,4,N/A,4 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/chandra-shekhar-azad-university-of-agriculture-and-technology-kanpur.jpg,"CSAUK - Chandra Shekhar Azad University of Agriculture and Technology is a Public University, located in Kanpur, Uttar Pradesh. CSAUK - Chandra Shekhar Azad University of Agriculture and Technology offers 4 courses at the Bachelors, Masters, Doctorate Levels such as BSc Hons, BTech, MSc, PhD in multiple disciplines."
"Dogra Law College (DLC, Jammu)","Jammu, Jammu And Kashmir",Jammu,Jammu And Kashmir,Private,N/A,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/dogra-law-college-jammu.jpg,"Dogra Law College (DLC, Jammu) is a Private College, located in Jammu And Kashmir. Dogra Law College (DLC, Jammu) offers 2 courses at the Bachelors Levels such as LLB, BA in multiple disciplines."
"College of Pharmcy, Jaya College of Paramedical Sciences","Chennai, Tamil Nadu",Chennai,Tamil Nadu,Private,2.6,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/jaya-college-of-paramedical-sciences-college-of-pharmacy-chennai.jpg,"College of Pharmcy, Jaya College of Paramedical Sciences is a Private College, located in Chennai, Tamil Nadu. College of Pharmcy, Jaya College of Paramedical Sciences offers 3 courses at the Bachelors, Doctorate, Masters Levels such as B.Pharmacy, Pharm.D, M.Pharm in multiple disciplines."
L.D. Arts College,"Ahmedabad, Gujarat",Ahmedabad,Gujarat,Public,4,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/ld-arts-college-ahmedabad.jpg,"L.D. Arts College is a Public College, located in Ahmedabad, Gujarat. L.D. Arts College offers 3 courses at the Bachelors, Masters, Doctorate Levels such as BA, MA, PhD in multiple disciplines."
Al-Ameen College of Law,"Bangalore, Karnataka",Bangalore,Karnataka,Private,4.3,N/A,2 Courses,None,-/-,,"Al-Ameen College of Law is a Private College, located in Bangalore, Karnataka. Al-Ameen College of Law offers 2 courses at the Bachelors Levels such as LLB, BA in multiple disciplines."
"NMIMS University, Navi Mumbai","Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,Private,3.9,N/A,3 Courses,None,-/-,,"NMIMS University, Navi Mumbai is a Private University, located in Navi Mumbai, Maharashtra. NMIMS University, Navi Mumbai offers 3 courses at the Bachelors, Masters Levels such as BBA, BA, MBA in multiple disciplines."
Maharashtra Animal and Fishery Sciences University,"Nagpur, Maharashtra",Nagpur,Maharashtra,Public,N/A,N/A,6 Courses,None,₹14 K-50 K,,"Maharashtra Animal and Fishery Sciences University is a Public University, located in Nagpur, Maharashtra. Maharashtra Animal and Fishery Sciences University offers 6 courses at the Bachelors, Masters, Doctorate Levels such as BFSc, B.V.Sc, M.V.Sc, BTech, MTech, PhD in multiple disciplines."
Goa College of Architecture,"Panaji, Goa",Panaji,Goa,Public,N/A,N/A,1 Courses,NATA,-/-,,"Goa College of Architecture is a Public College, located in Panaji, Goa. Goa College of Architecture offers 1 courses at the Bachelors Levels such as B.Arch in multiple disciplines."
University of Agricultural Sciences Raichur,"Raichur, Karnataka",Raichur,Karnataka,Public,4.1,N/A,5 Courses,None,-/-,,"University of Agricultural Sciences Raichur is a Public University, located in Raichur, Karnataka. University of Agricultural Sciences Raichur offers 5 courses at the Bachelors, Masters, Doctorate Levels such as BSc, BTech, MSc, MTech, PhD in multiple disciplines."
SVS School of Architecture - SVSSA,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,Private,3.3,N/A,1 Courses,NATA,-/-,,"SVS School of Architecture - SVSSA is a Private College, located in Coimbatore, Tamil Nadu. SVS School of Architecture - SVSSA offers 1 courses at the Bachelors Levels such as B.Arch in multiple disciplines."
B. K. Mody Government Pharmacy College,"Surat, Gujarat",Surat,Gujarat,Public,3.7,N/A,2 Courses,None,-/-,,"B. K. Mody Government Pharmacy College is a Public College, located in Surat, Gujarat. B. K. Mody Government Pharmacy College offers 2 courses at the Bachelors, Masters Levels such as B.Pharmacy, M.Pharm in multiple disciplines."
Ganjam Law College,"Berhampur, Odisha",Berhampur,Odisha,Public,N/A,N/A,2 Courses,None,-/-,,"Ganjam Law College is a Public College, located in Berhampur, Odisha. Ganjam Law College offers 2 courses at the Bachelors Levels such as BBA, LLB in multiple disciplines."
"Atal Bihari Vajpayee Hindi Vishwavidyalaya, [ABVHV] Bhopal","Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,Public,N/A,N/A,10 Courses,None,-/-,,"Atal Bihari Vajpayee Hindi Vishwavidyalaya, [ABVHV] Bhopal is a Public College, located in Bhopal, Madhya Pradesh. Atal Bihari Vajpayee Hindi Vishwavidyalaya, [ABVHV] Bhopal offers 10 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma Levels such as BA Hons, BCom, BSc Hons, MA, MBA, M.Com, M.Phil, MSc, PhD, PGD in multiple disciplines."
"Bhagwati College of Science, Meerut","Meerut, Uttar Pradesh",Meerut,Uttar Pradesh,Private,N/A,N/A,8 Courses,None,-/-,,"Bhagwati College of Science, Meerut is a Private College, located in Meerut, Uttar Pradesh. Bhagwati College of Science, Meerut offers 8 courses at the Bachelors, Masters Levels such as BCA, LLB, M.Ed, BA, B.Ed, BSc, MSc, B.El.Ed in multiple disciplines."
Central Institute of Psychiatry (CIP) - Jharkhand,"Ranchi, Jharkhand",Ranchi,Jharkhand,Public,N/A,N/A,3 Courses,None,-/-,,"Central Institute of Psychiatry (CIP) - Jharkhand is a Public College, located in Ranchi, Jharkhand. Central Institute of Psychiatry (CIP) - Jharkhand offers 3 courses at the Doctorate, Masters Levels such as MD, M.Phil, PhD in multiple disciplines."
"University of Agricultural Sciences, Dharwad","Dharwad, Karnataka",Dharwad,Karnataka,Public,4.1,N/A,5 Courses,None,₹9 K-1.81 L,,"University of Agricultural Sciences, Dharwad is a Public College, located in Dharwad, Karnataka. University of Agricultural Sciences, Dharwad offers 5 courses at the Bachelors, Masters, Doctorate Levels such as BSc, BTech, MBA, MSc, PhD in multiple disciplines."
Krea University,"Chittoor, Andhra Pradesh",Chittoor,Andhra Pradesh,Private,N/A,N/A,5 Courses,None,-/-,,"Krea University is a Private College, located in Chittoor, Andhra Pradesh. Krea University offers 5 courses at the Bachelors, Masters, Doctorate Levels such as BBA, BA Hons, BSc Hons, MBA, PhD in multiple disciplines."
Pillai College of Architecture,"Mumbai, Maharashtra",Mumbai,Maharashtra,,4.5,N/A,2 Courses,None,-/-,,"Pillai College of Architecture is a , located in Mumbai, Maharashtra. Pillai College of Architecture offers 2 courses at the Bachelors, Masters Levels such as B.Arch, M.Arch in multiple disciplines."
Gujarat Arts and Commerce College (Evening),"Ahmedabad, Gujarat",Ahmedabad,Gujarat,Public,4.3,N/A,2 Courses,None,-/-,,"Gujarat Arts and Commerce College (Evening) is a Public College, located in Ahmedabad, Gujarat. Gujarat Arts and Commerce College (Evening) offers 2 courses at the Bachelors Levels such as BA, BCom in multiple disciplines."
AKU,"Patna, Bihar",Patna,Bihar,Public,2.7,N/A,7 Courses,None,-/-,,"AKU is a Public University, located in Patna, Bihar. AKU offers 7 courses at the Bachelors Levels such as BBA, BCA, BDS, B.Pharmacy, B.Ed, BTech Hons, BMC in multiple disciplines."
IIM Sambalpur,"Sambalpur, Odisha",Sambalpur,Odisha,Public,4.4,N/A,3 Courses,"UGC NET, GMAT, GRE, GATE, CAT",₹5.50 L-12.75 L,,"IIM Sambalpur is a Public College, located in Sambalpur, Odisha. IIM Sambalpur offers 3 courses at the Masters, Doctorate Levels such as Executive MBA, MBA, PhD in multiple disciplines."
Assam Don Bosco University,"Guwahati, Assam",Guwahati,Assam,Private,2.6,N/A,11 Courses,"CAT, JEE Main",₹1.08 L-4.64 L,,"Assam Don Bosco University is a Private College, located in Guwahati, Assam. Assam Don Bosco University offers 11 courses at the Bachelors, Masters, Doctorate Levels such as BCA, MCA, MSW, BA Hons, BCom, BTech, MA, MBA, MSc, MTech, PhD in multiple disciplines."
NDIM,"Delhi, Delhi NCR",Delhi,Delhi NCR,Private,4.2,N/A,1 Courses,"MAT, CMAT, GMAT, ATMA, CAT, XAT",₹11.50 L,,"NDIM is a Private College, located in Delhi NCR. NDIM offers 1 courses at the Postgraduate Diploma Levels such as PGDM in multiple disciplines."
"Management Development Institute, Murshidabad","Murshidabad, West Bengal",Murshidabad,West Bengal,Private,4.1,N/A,2 Courses,None,₹8.06 L,,"Management Development Institute, Murshidabad is a Private College, located in Murshidabad, West Bengal. Management Development Institute, Murshidabad offers 2 courses at the Postgraduate Diploma Levels such as PGD, PGP in multiple disciplines."
"University Institute of Technology, Bhopal - Rajiv Gandhi Proudyogiki Vishwavidyalay","Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,Public,3.2,N/A,3 Courses,None,-/-,,"University Institute of Technology, Bhopal - Rajiv Gandhi Proudyogiki Vishwavidyalay is a Public College, located in Bhopal, Madhya Pradesh. University Institute of Technology, Bhopal - Rajiv Gandhi Proudyogiki Vishwavidyalay offers 3 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, MCA, ME in multiple disciplines."
Sangai International University,"Churachandpur, Manipur",Churachandpur,Manipur,Private,N/A,N/A,4 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/sangai-international-university-churachandpur.jpg,"Sangai International University is a Private College, located in Churachandpur, Manipur. Sangai International University offers 4 courses at the Bachelors, Masters Levels such as LLB, B.Lib.I.Sc, LLM, MSc in multiple disciplines."
Sikkim Manipal University,"Gangtok, Sikkim",Gangtok,Sikkim,Private,3.6,N/A,19 Courses,"GATE, CAT, NEET, JEE Main",₹75 K-76.15 L,https://media.getmyuni.com/azure/college-image/small/sikkim-manipal-university-smu-east-sikkim.webp,"Sikkim Manipal University is a Private University, located in Gangtok, Sikkim. Sikkim Manipal University offers 19 courses at the Bachelors, Masters, Doctorate Levels such as BBA, BCA, BPT, MHA, MCA, MPT, MBBS, BA, BCom, BSc, BTech, MD, MA, MBA, M.Com, MSc, M.S, MTech, PhD in multiple disciplines."
K.M.M. College of Arts and Science,"Cochin, Kerala",Cochin,Kerala,Private,2.5,N/A,10 Courses,MAT,-/-,https://media.getmyuni.com/azure/college-image/small/kmm-college-of-arts-and-science-kmmcas-kochi.jpg,"K.M.M. College of Arts and Science is a Private College, located in Cochin, Kerala. K.M.M. College of Arts and Science offers 10 courses at the Bachelors, Masters Levels such as BCA, BSW, MCA, MSW, BA, BCom, BSc, MBA, M.Com, MSc in multiple disciplines."
Globsyn Business School,"Kolkata, West Bengal",Kolkata,West Bengal,Private,4.2,N/A,1 Courses,"JEMAT, MAT, CMAT, GITAM GAT, ATMA, CAT, XAT",-/-,https://media.getmyuni.com/azure/college-image/small/globsyn-business-school-kolkata.jpg,"Globsyn Business School is a Private College, located in Kolkata, West Bengal. Globsyn Business School offers 1 courses at the Postgraduate Diploma Levels such as PGP in multiple disciplines."
"Attitude Business School, Bhubaneswar","Bhubaneswar, Odisha",Bhubaneswar,Odisha,Private,N/A,N/A,10 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/attitude-business-school-abs-bhubaneswar.jpg,"Attitude Business School, Bhubaneswar is a Private College, located in Bhubaneswar, Odisha. Attitude Business School, Bhubaneswar offers 10 courses at the Masters, Bachelors Levels such as MCA, MJMC, M.Lib.I.Sc, MSW, BTech, MA, MBA, M.Com, MSc, MTech in multiple disciplines."
IBS Pune,"Pune, Maharashtra",Pune,Maharashtra,Private,4.1,N/A,1 Courses,None,₹9.09 L,https://media.getmyuni.com/azure/college-image/small/ibs-business-school-ibs-pune.jpg,"IBS Pune is a Private College, located in Pune, Maharashtra. IBS Pune offers 1 courses at the Postgraduate Diploma Levels such as PGP in multiple disciplines."
IIIT Pune,"Pune, Maharashtra",Pune,Maharashtra,Public,N/A,N/A,3 Courses,None,₹1.50 L-7.20 L,,"IIIT Pune is a Public College, located in Pune, Maharashtra. IIIT Pune offers 3 courses at the Bachelors, Masters, Doctorate Levels such as BTech, MTech, PhD in multiple disciplines."
Assam Down Town University,"Guwahati, Assam",Guwahati,Assam,Private,3.2,N/A,29 Courses,None,₹43 K-6.90 L,,"Assam Down Town University is a Private College, located in Guwahati, Assam. Assam Down Town University offers 29 courses at the Diploma, Bachelors, Masters, Postgraduate Diploma Levels such as ANM Nursing, BMLT, BBA, BCA, B.Optom, B.Pharmacy, BPT, BSW, MCA, MPT, MSW, BA, BDes, BSc, BTech, MA, MBA, M.Com, M.Pharm, MSc, GNM Nursing, BHMCT, Post Basic Nursing, PGD, Bachelor of Performing Arts, MTTM, BTTM, M.Optom, MLT in multiple disciplines."
Central Institute of Technology,"Kokrajhar, Assam",Kokrajhar,Assam,Private,3.2,N/A,1 Courses,JEE Main,-/-,,"Central Institute of Technology is a Private College, located in Kokrajhar, Assam. Central Institute of Technology offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
Gitarattan International Business School,"Delhi, Delhi NCR",Delhi,Delhi NCR,Private,4.4,N/A,4 Courses,None,₹1.15 L,,"Gitarattan International Business School is a Private College, located in Delhi NCR. Gitarattan International Business School offers 4 courses at the Bachelors, Masters Levels such as BBA, LLM, BA, MBA in multiple disciplines."
EMPI Business School,"Delhi, Delhi NCR",Delhi,Delhi NCR,Private,4.2,N/A,1 Courses,ATMA,₹8.30 L,,"EMPI Business School is a Private College, located in Delhi NCR. EMPI Business School offers 1 courses at the Postgraduate Diploma Levels such as PGDM in multiple disciplines."
Seacom Skills University - SSU,"Birbhum, West Bengal",Birbhum,West Bengal,Private,N/A,N/A,25 Courses,JEE Main,₹60 K-3.60 L,,"Seacom Skills University - SSU is a Private College, located in Birbhum, West Bengal. Seacom Skills University - SSU offers 25 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma Levels such as BBA Hons, BCA, BFA, BHM, LLB, B.Pharmacy, BSW, B.Voc, Executive MBA, MCA, MHM, MSW, BA, BCom, BSc Hons, BTech, MA, MBA, M.Com, MSc, MTech, PhD, PGD, Bachelor of Performing Arts, MABM in multiple disciplines."
Rishi Institute of Engineering and Technology,"Meerut, Uttar Pradesh",Meerut,Uttar Pradesh,Private,N/A,N/A,2 Courses,JEE Main,-/-,,"Rishi Institute of Engineering and Technology is a Private College, located in Meerut, Uttar Pradesh. Rishi Institute of Engineering and Technology offers 2 courses at the Bachelors, Masters Levels such as BTech, MBA in multiple disciplines."
Manohar Lal Mahavidyalaya,"Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,Private,N/A,N/A,4 Courses,None,-/-,,"Manohar Lal Mahavidyalaya is a Private College, located in Kanpur, Uttar Pradesh. Manohar Lal Mahavidyalaya offers 4 courses at the Bachelors Levels such as BA, BCom, B.Ed, BSc in multiple disciplines."
VSM Institute of Aerospace Engineering and Technology,"Bangalore, Karnataka",Bangalore,Karnataka,Private,N/A,N/A,1 Courses,None,-/-,,"VSM Institute of Aerospace Engineering and Technology is a Private University, located in Bangalore, Karnataka. VSM Institute of Aerospace Engineering and Technology offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
NBN Sinhgad School of Engineering,"Pune, Maharashtra",Pune,Maharashtra,Private,4.1,N/A,2 Courses,None,₹1.48 L-3.27 L,,"NBN Sinhgad School of Engineering is a Private College, located in Pune, Maharashtra. NBN Sinhgad School of Engineering offers 2 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME in multiple disciplines."
B.S.A. College of Engineering and Technology,"Mathura, Uttar Pradesh",Mathura,Uttar Pradesh,Private,3.2,N/A,4 Courses,None,-/-,,"B.S.A. College of Engineering and Technology is a Private College, located in Mathura, Uttar Pradesh. B.S.A. College of Engineering and Technology offers 4 courses at the Masters, Bachelors Levels such as MCA, BTech, MBA, MTech in multiple disciplines."
AKS University,"Satna, Madhya Pradesh",Satna,Madhya Pradesh,Private,3.0,N/A,24 Courses,None,₹25 K-1.60 L,,"AKS University is a Private College, located in Satna, Madhya Pradesh. AKS University offers 24 courses at the Bachelors, Masters, Postgraduate Diploma Levels such as BBA Hons, BCA, BFA, LLB, B.Pharmacy, BPT, MCA, LLM, MPA, MSW, BA, BCom Hons, BDes, B.Ed, BSc Hons, BTech, MA, MBA, M.Com, M.Pharm, MSc, MTech, PGD, Bachelor of Performing Arts in multiple disciplines."
Karnal Institute of Technology and Management,"Karnal, Haryana",Karnal,Haryana,Private,4.6,N/A,2 Courses,JEE Main,-/-,,"Karnal Institute of Technology and Management is a Private College, located in Karnal, Haryana. Karnal Institute of Technology and Management offers 2 courses at the Bachelors, Masters Levels such as BTech, MBA in multiple disciplines."
Ojaswini Institute of Management & Technology,"Damoh, Madhya Pradesh",Damoh,Madhya Pradesh,Private,3,N/A,3 Courses,None,-/-,,"Ojaswini Institute of Management & Technology is a Private College, located in Damoh, Madhya Pradesh. Ojaswini Institute of Management & Technology offers 3 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, MBA in multiple disciplines."
